ID,Vietnamese_Text,English_Text,Vietnamese_Sound
sos_outdoors_9,Có sóng điện thoại ở đây không?,Is there phone signal here?,
sos_travel_10,Đây có an toàn không?,Is this safe?,
sos_travel_11,Tôi cần sạc điện thoại,I need to charge my phone,
sos_travel_12,Có thể mặc cả không?,Can I bargain?,
sos_travel_2,Gọi giúp tôi cảnh sát,Call the police for me,
sos_travel_3,Tôi cần đổi tiền,I need to exchange money,
sos_travel_4,Vé này đi đâu?,Where does this ticket go?,
sos_travel_5,Chuyến bay của tôi bị hoãn,My flight is delayed,
sos_travel_6,Tôi cần một phòng,I need a room,
sos_travel_7,Giá này đã bao gồm gì?,What's included in this price?,
sos_travel_8,Xe buýt này có đi... không?,Does this bus go to...?,
sos_travel_9,Tôi bị say xe,I'm carsick,
word_3chff1000,3chff1000,,
word_a,a,,
word_á,á,,
word_a-lô,a-lô,,
word_a.,a.,,
word_aah,aah,,
word_aang,aang,,
word_aaron,aaron,,
word_about,about,,
word_ác,ác,,
word_adam,adam,,
word_ah,ah,,
word_àh,àh,,
word_ahh,ahh,,
word_ai,ai,,
word_ái,ái,,
word_al,al,,
word_alan,alan,,
word_albert,albert,,
word_alex,alex,,
word_alexander,alexander,,
word_alfred,alfred,,
word_ali,ali,,
word_alice,alice,,
word_all,all,,
word_allen,allen,,
word_alo,alo,,
word_alô,alô,,
word_alpha,alpha,,
word_am,am,,
word_ám,ám,,
word_âm,âm,,
word_ấm,ấm,,
word_ẩm,ẩm,,
word_amanda,amanda,,
word_amen,amen,,
word_amy,amy,,
word_an,an,,
word_án,án,,
word_ân,ân,,
word_ấn,ấn,,
word_ẩn,ẩn,,
word_and,and,,
word_andrew,andrew,,
word_andy,andy,,
word_ang,ang,,
word_angela,angela,,
word_angeles,angeles,,
word_ánh,ánh,,
word_ann,ann,,
word_anna,anna,,
word_annie,annie,,
word_ào,ào,,
word_ảo,ảo,,
word_áp,áp,,
word_are,are,,
word_arrow,arrow,,
word_arthur,arthur,,
word_as,as,,
word_ashley,ashley,,
word_at,at,,
word_âu,âu,,
word_avatar,avatar,,
word_aw,aw,,
word_ây,ây,,
word_ấy,ấy,,
word_b,b,,
word_bá,bá,,
word_bà,bà,,
word_bã,bã,,
word_bả,bả,,
word_baby,baby,,
word_bác,bác,,
word_bắc,bắc,,
word_bạc,bạc,,
word_bậc,bậc,,
word_bách,bách,,
word_bạch,bạch,,
word_back,back,,
word_bài,bài,,
word_bãi,bãi,,
word_bại,bại,,
word_bám,bám,,
word_bấm,bấm,,
word_bầm,bầm,,
word_bẩm,bẩm,,
word_ban,ban,,
word_bắn,bắn,,
word_bẩn,bẩn,,
word_bản,bản,,
word_bang,bang,,
word_bàng,bàng,,
word_băng,băng,,
word_bảng,bảng,,
word_banh,banh,,
word_bánh,bánh,,
word_bảnh,bảnh,,
word_bao,bao,,
word_bào,bào,,
word_bão,bão,,
word_bảo,bảo,,
word_bạo,bạo,,
word_bắp,bắp,,
word_bar,bar,,
word_barnes,barnes,,
word_barney,barney,,
word_barry,barry,,
word_bắt,bắt,,
word_bất,bất,,
word_bật,bật,,
word_báu,báu,,
word_bầu,bầu,,
word_bay,bay,,
word_bày,bày,,
word_bây,bây,,
word_bấy,bấy,,
word_bầy,bầy,,
word_bẫy,bẫy,,
word_bậy,bậy,,
word_be,be,,
word_bè,bè,,
word_bê,bê,,
word_bế,bế,,
word_bề,bề,,
word_bể,bể,,
word_bẻ,bẻ,,
word_bệ,bệ,,
word_ben,ben,,
word_bên,bên,,
word_bến,bến,,
word_bệnh,bệnh,,
word_benjamin,benjamin,,
word_bennet,bennet,,
word_béo,béo,,
word_bếp,bếp,,
word_berlin,berlin,,
word_beth,beth,,
word_betty,betty,,
word_bi,bi,,
word_bí,bí,,
word_bì,bì,,
word_bỉ,bỉ,,
word_bị,bị,,
word_bịa,bịa,,
word_bịch,bịch,,
word_biên,biên,,
word_biến,biến,,
word_biển,biển,,
word_biện,biện,,
word_biệt,biệt,,
word_biểu,biểu,,
word_big,big,,
word_bill,bill,,
word_billy,billy,,
word_binh,binh,,
word_bình,bình,,
word_bịt,bịt,,
word_black,black,,
word_blue,blue,,
word_blur12,blur12,,
word_bồ,bồ,,
word_bổ,bổ,,
word_bỏ,bỏ,,
word_bơ,bơ,,
word_bờ,bờ,,
word_bọ,bọ,,
word_bộ,bộ,,
word_bob,bob,,
word_bobby,bobby,,
word_bóc,bóc,,
word_bốc,bốc,,
word_bọc,bọc,,
word_bôi,bôi,,
word_bối,bối,,
word_bồi,bồi,,
word_bơi,bơi,,
word_bởi,bởi,,
word_bội,bội,,
word_bom,bom,,
word_bơm,bơm,,
word_bồn,bồn,,
word_bổn,bổn,,
word_bọn,bọn,,
word_bond,bond,,
word_bong,bong,,
word_bóng,bóng,,
word_bông,bông,,
word_bỗng,bỗng,,
word_bỏng,bỏng,,
word_bonnie,bonnie,,
word_bóp,bóp,,
word_bord0,bord0,,
word_boston,boston,,
word_bột,bột,,
word_boy,boy,,
word_brian,brian,,
word_brody,brody,,
word_brown,brown,,
word_bruce,bruce,,
word_bù,bù,,
word_bự,bự,,
word_búa,búa,,
word_bùa,bùa,,
word_bừa,bừa,,
word_bữa,bữa,,
word_bức,bức,,
word_bực,bực,,
word_buddy,buddy,,
word_bụi,bụi,,
word_bùm,bùm,,
word_bùn,bùn,,
word_bùng,bùng,,
word_bụng,bụng,,
word_buộc,buộc,,
word_bước,bước,,
word_buổi,buổi,,
word_buồm,buồm,,
word_bướm,bướm,,
word_buôn,buôn,,
word_buông,buông,,
word_buồng,buồng,,
word_búp,búp,,
word_but,but,,
word_bút,bút,,
word_bưu,bưu,,
word_buýt,buýt,,
word_by,by,,
word_bye,bye,,
word_c,c,,
word_ca,ca,,
word_cá,cá,,
word_cà,cà,,
word_cả,cả,,
word_cà-phê,cà-phê,,
word_các,các,,
word_cách,cách,,
word_caesar,caesar,,
word_cafe,cafe,,
word_cai,cai,,
word_cài,cài,,
word_cãi,cãi,,
word_cải,cải,,
word_california,california,,
word_cám,cám,,
word_căm,căm,,
word_cắm,cắm,,
word_câm,câm,,
word_cấm,cấm,,
word_cầm,cầm,,
word_cảm,cảm,,
word_camera,camera,,
word_cameron,cameron,,
word_can,can,,
word_cán,cán,,
word_căn,căn,,
word_cắn,cắn,,
word_cân,cân,,
word_cẩn,cẩn,,
word_cản,cản,,
word_cạn,cạn,,
word_cặn,cặn,,
word_cận,cận,,
word_canada,canada,,
word_càng,càng,,
word_căng,căng,,
word_cảng,cảng,,
word_canh,canh,,
word_cánh,cánh,,
word_cảnh,cảnh,,
word_cạnh,cạnh,,
word_cao,cao,,
word_cáo,cáo,,
word_cạo,cạo,,
word_cáp,cáp,,
word_cắp,cắp,,
word_cấp,cấp,,
word_cặp,cặp,,
word_cập,cập,,
word_carl,carl,,
word_carol,carol,,
word_carrie,carrie,,
word_carter,carter,,
word_castle,castle,,
word_cat,cat,,
word_cát,cát,,
word_cắt,cắt,,
word_cất,cất,,
word_catherine,catherine,,
word_cathy,cathy,,
word_cáu,cáu,,
word_câu,câu,,
word_cấu,cấu,,
word_cầu,cầu,,
word_cẩu,cẩu,,
word_cậu,cậu,,
word_cây,cây,,
word_cấy,cấy,,
word_cậy,cậy,,
word_ch,ch,,
word_ch00ffff,ch00ffff,,
word_cha,cha,,
word_chà,chà,,
word_chả,chả,,
word_chắc,chắc,,
word_chăm,chăm,,
word_chằm,chằm,,
word_châm,châm,,
word_chấm,chấm,,
word_chạm,chạm,,
word_chán,chán,,
word_chăn,chăn,,
word_chắn,chắn,,
word_chân,chân,,
word_chấn,chấn,,
word_chẩn,chẩn,,
word_chặn,chặn,,
word_chandler,chandler,,
word_chàng,chàng,,
word_chăng,chăng,,
word_chẳng,chẳng,,
word_chanh,chanh,,
word_chấp,chấp,,
word_charles,charles,,
word_charlie,charlie,,
word_charlotte,charlotte,,
word_chase,chase,,
word_chất,chất,,
word_chặt,chặt,,
word_châu,châu,,
word_cháy,cháy,,
word_chày,chày,,
word_chảy,chảy,,
word_chạy,chạy,,
word_che,che,,
word_chế,chế,,
word_chém,chém,,
word_chen,chen,,
word_chén,chén,,
word_chèo,chèo,,
word_chép,chép,,
word_chết,chết,,
word_chffffff,chffffff,,
word_chi,chi,,
word_chí,chí,,
word_chì,chì,,
word_chỉ,chỉ,,
word_chia,chia,,
word_chìa,chìa,,
word_chĩa,chĩa,,
word_chicago,chicago,,
word_chích,chích,,
word_chiếc,chiếc,,
word_chiếm,chiếm,,
word_chiên,chiên,,
word_chiến,chiến,,
word_chiêu,chiêu,,
word_chiếu,chiếu,,
word_chiều,chiều,,
word_chim,chim,,
word_chìm,chìm,,
word_chinh,chinh,,
word_chính,chính,,
word_chỉnh,chỉnh,,
word_chip,chip,,
word_chịu,chịu,,
word_chổ,chổ,,
word_chớ,chớ,,
word_chở,chở,,
word_choáng,choáng,,
word_choàng,choàng,,
word_chóc,chóc,,
word_chọc,chọc,,
word_chối,chối,,
word_chơi,chơi,,
word_chôm,chôm,,
word_chôn,chôn,,
word_chốn,chốn,,
word_chồn,chồn,,
word_chọn,chọn,,
word_chóng,chóng,,
word_chống,chống,,
word_chồng,chồng,,
word_chớp,chớp,,
word_chốt,chốt,,
word_chris,chris,,
word_christian,christian,,
word_chu,chu,,
word_chú,chú,,
word_chủ,chủ,,
word_chư,chư,,
word_chứ,chứ,,
word_chữ,chữ,,
word_chua,chua,,
word_chúa,chúa,,
word_chứa,chứa,,
word_chữa,chữa,,
word_chuẩn,chuẩn,,
word_chúc,chúc,,
word_chức,chức,,
word_chục,chục,,
word_chuck,chuck,,
word_chuckles,chuckles,,
word_chui,chui,,
word_chửi,chửi,,
word_chun,chun,,
word_chung,chung,,
word_chúng,chúng,,
word_chủng,chủng,,
word_chứng,chứng,,
word_chừng,chừng,,
word_chuộc,chuộc,,
word_chước,chước,,
word_chuối,chuối,,
word_chuỗi,chuỗi,,
word_chuồn,chuồn,,
word_chuông,chuông,,
word_chuồng,chuồng,,
word_chương,chương,,
word_chuột,chuột,,
word_chụp,chụp,,
word_chút,chút,,
word_chuy,chuy,,
word_chuyên,chuyên,,
word_chuyến,chuyến,,
word_chuyền,chuyền,,
word_chuyển,chuyển,,
word_cia,cia,,
word_cisco,cisco,,
word_city,city,,
word_claire,claire,,
word_clark,clark,,
word_clarke,clarke,,
word_clay,clay,,
word_clb,clb,,
word_co,co,,
word_cò,cò,,
word_cố,cố,,
word_cỗ,cỗ,,
word_cổ,cổ,,
word_cỏ,cỏ,,
word_cơ,cơ,,
word_cớ,cớ,,
word_cờ,cờ,,
word_cóc,cóc,,
word_coi,coi,,
word_còi,còi,,
word_côi,côi,,
word_cõi,cõi,,
word_cởi,cởi,,
word_cole,cole,,
word_cớm,cớm,,
word_come,come,,
word_côn,côn,,
word_cơn,cơn,,
word_còng,còng,,
word_công,công,,
word_cống,cống,,
word_cộng,cộng,,
word_connor,connor,,
word_cooper,cooper,,
word_cốt,cốt,,
word_cột,cột,,
word_could,could,,
word_coulson,coulson,,
word_cu,cu,,
word_cú,cú,,
word_cũ,cũ,,
word_củ,củ,,
word_cư,cư,,
word_cứ,cứ,,
word_cử,cử,,
word_cự,cự,,
word_cụ,cụ,,
word_cua,cua,,
word_cưa,cưa,,
word_cửa,cửa,,
word_cực,cực,,
word_cục,cục,,
word_cuddy,cuddy,,
word_cúi,cúi,,
word_cún,cún,,
word_cung,cung,,
word_cùng,cùng,,
word_cưng,cưng,,
word_cứng,cứng,,
word_cuộc,cuộc,,
word_cược,cược,,
word_cưới,cưới,,
word_cười,cười,,
word_cưỡi,cưỡi,,
word_cuộn,cuộn,,
word_cuồng,cuồng,,
word_cương,cương,,
word_cường,cường,,
word_cưỡng,cưỡng,,
word_cướp,cướp,,
word_cúp,cúp,,
word_cút,cút,,
word_cứt,cứt,,
word_cụt,cụt,,
word_cừu,cừu,,
word_cựu,cựu,,
word_d,d,,
word_đ,đ,,
word_da,da,,
word_dã,dã,,
word_đa,đa,,
word_đà,đà,,
word_đạc,đạc,,
word_đặc,đặc,,
word_dại,dại,,
word_đai,đai,,
word_đái,đái,,
word_đài,đài,,
word_đãi,đãi,,
word_đại,đại,,
word_daisy,daisy,,
word_dám,dám,,
word_dâm,dâm,,
word_dặm,dặm,,
word_đam,đam,,
word_đám,đám,,
word_đàm,đàm,,
word_đắm,đắm,,
word_đâm,đâm,,
word_đấm,đấm,,
word_đầm,đầm,,
word_đảm,đảm,,
word_dan,dan,,
word_dán,dán,,
word_dàn,dàn,,
word_dân,dân,,
word_dần,dần,,
word_dẫn,dẫn,,
word_dặn,dặn,,
word_đan,đan,,
word_đàn,đàn,,
word_đắn,đắn,,
word_đần,đần,,
word_đạn,đạn,,
word_dáng,dáng,,
word_dàng,dàng,,
word_dâng,dâng,,
word_dạng,dạng,,
word_đáng,đáng,,
word_đàng,đàng,,
word_đăng,đăng,,
word_đằng,đằng,,
word_đẳng,đẳng,,
word_đấng,đấng,,
word_đãng,đãng,,
word_đảng,đảng,,
word_danh,danh,,
word_dành,dành,,
word_đánh,đánh,,
word_daniel,daniel,,
word_danny,danny,,
word_dao,dao,,
word_dạo,dạo,,
word_đao,đao,,
word_đáo,đáo,,
word_đào,đào,,
word_đảo,đảo,,
word_đạo,đạo,,
word_dập,dập,,
word_đáp,đáp,,
word_đạp,đạp,,
word_đập,đập,,
word_dắt,dắt,,
word_đất,đất,,
word_đạt,đạt,,
word_dâu,dâu,,
word_đấu,đấu,,
word_đầu,đầu,,
word_đậu,đậu,,
word_dave,dave,,
word_david,david,,
word_davis,davis,,
word_day,day,,
word_dày,dày,,
word_dây,dây,,
word_dãy,dãy,,
word_dạy,dạy,,
word_dậy,dậy,,
word_đáy,đáy,,
word_đấy,đấy,,
word_đầy,đầy,,
word_đẩy,đẩy,,
word_đậy,đậy,,
word_đc,đc,,
word_de,de,,
word_dê,dê,,
word_dễ,dễ,,
word_đe,đe,,
word_đè,đè,,
word_đê,đê,,
word_đế,đế,,
word_đề,đề,,
word_để,để,,
word_đẽ,đẽ,,
word_đẻ,đẻ,,
word_đệ,đệ,,
word_dean,dean,,
word_debbie,debbie,,
word_đếch,đếch,,
word_đệch,đệch,,
word_đem,đem,,
word_đêm,đêm,,
word_đếm,đếm,,
word_đen,đen,,
word_đền,đền,,
word_dennis,dennis,,
word_đeo,đeo,,
word_đéo,đéo,,
word_dẹp,dẹp,,
word_derek,derek,,
word_đệt,đệt,,
word_đều,đều,,
word_đểu,đểu,,
word_di,di,,
word_dì,dì,,
word_dĩ,dĩ,,
word_dị,dị,,
word_đĩ,đĩ,,
word_địa,địa,,
word_dịch,dịch,,
word_đích,đích,,
word_địch,địch,,
word_điếc,điếc,,
word_điếm,điếm,,
word_điểm,điểm,,
word_diễn,diễn,,
word_diện,diện,,
word_điên,điên,,
word_điển,điển,,
word_diệp,diệp,,
word_điệp,điệp,,
word_diệt,diệt,,
word_diệu,diệu,,
word_điếu,điếu,,
word_điều,điều,,
word_điệu,điệu,,
word_dinh,dinh,,
word_dính,dính,,
word_đinh,đinh,,
word_đính,đính,,
word_đình,đình,,
word_đỉnh,đỉnh,,
word_dịp,dịp,,
word_đít,đít,,
word_địt,địt,,
word_dịu,dịu,,
word_dna,dna,,
word_do,do,,
word_dò,dò,,
word_dỗ,dỗ,,
word_dơ,dơ,,
word_dỡ,dỡ,,
word_dở,dở,,
word_đo,đo,,
word_đô,đô,,
word_đố,đố,,
word_đồ,đồ,,
word_đỗ,đỗ,,
word_đổ,đổ,,
word_đỏ,đỏ,,
word_đỡ,đỡ,,
word_độ,độ,,
word_đô-la,đô-la,,
word_doạ,doạ,,
word_dọa,dọa,,
word_đoan,đoan,,
word_đoán,đoán,,
word_đoàn,đoàn,,
word_đoạn,đoạn,,
word_doanh,doanh,,
word_đoạt,đoạt,,
word_doc,doc,,
word_dốc,dốc,,
word_dọc,dọc,,
word_đốc,đốc,,
word_độc,độc,,
word_dối,dối,,
word_dõi,dõi,,
word_dơi,dơi,,
word_dời,dời,,
word_dội,dội,,
word_đói,đói,,
word_đòi,đòi,,
word_đôi,đôi,,
word_đối,đối,,
word_đồi,đồi,,
word_đời,đời,,
word_đội,đội,,
word_don,don,,
word_dồn,dồn,,
word_dọn,dọn,,
word_đón,đón,,
word_đòn,đòn,,
word_đôn,đôn,,
word_đồn,đồn,,
word_đơn,đơn,,
word_đớn,đớn,,
word_độn,độn,,
word_dòng,dòng,,
word_đóng,đóng,,
word_đông,đông,,
word_đống,đống,,
word_động,động,,
word_đốt,đốt,,
word_đợt,đợt,,
word_đột,đột,,
word_doug,doug,,
word_down,down,,
word_dr.,dr.,,
word_du,du,,
word_dù,dù,,
word_dư,dư,,
word_dữ,dữ,,
word_dự,dự,,
word_dụ,dụ,,
word_dưa,dưa,,
word_dựa,dựa,,
word_đua,đua,,
word_đùa,đùa,,
word_đũa,đũa,,
word_đưa,đưa,,
word_đứa,đứa,,
word_dục,dục,,
word_đức,đức,,
word_đực,đực,,
word_đùi,đùi,,
word_dùm,dùm,,
word_dung,dung,,
word_dùng,dùng,,
word_dũng,dũng,,
word_dừng,dừng,,
word_dựng,dựng,,
word_dụng,dụng,,
word_đúng,đúng,,
word_đứng,đứng,,
word_đựng,đựng,,
word_đụng,đụng,,
word_dược,dược,,
word_đươc,đươc,,
word_dưới,dưới,,
word_đuôi,đuôi,,
word_đuối,đuối,,
word_đuổi,đuổi,,
word_dương,dương,,
word_dường,dường,,
word_dưỡng,dưỡng,,
word_đương,đương,,
word_dứt,dứt,,
word_đứt,đứt,,
word_duy,duy,,
word_duyên,duyên,,
word_e,e,,
word_ê,ê,,
word_ed,ed,,
word_eddie,eddie,,
word_edward,edward,,
word_el,el,,
word_elizabeth,elizabeth,,
word_ellen,ellen,,
word_êm,êm,,
word_email,email,,
word_emily,emily,,
word_emma,emma,,
word_ép,ép,,
word_eric,eric,,
word_ethan,ethan,,
word_evan,evan,,
word_fan,fan,,
word_fbi,fbi,,
word_feet,feet,,
word_felicity,felicity,,
word_felix,felix,,
word_finch,finch,,
word_fiona,fiona,,
word_fitz,fitz,,
word_flash,flash,,
word_florida,florida,,
word_for,for,,
word_foreman,foreman,,
word_francis,francis,,
word_frank,frank,,
word_fred,fred,,
word_from,from,,
word_fscx110,fscx110,,
word_fscx70,fscx70,,
word_fscy120,fscy120,,
word_g,g,,
word_gã,gã,,
word_gác,gác,,
word_gạch,gạch,,
word_gai,gai,,
word_gái,gái,,
word_gài,gài,,
word_gầm,gầm,,
word_game,game,,
word_gan,gan,,
word_gắn,gắn,,
word_găng,găng,,
word_gắng,gắng,,
word_gánh,gánh,,
word_gấp,gấp,,
word_garcia,garcia,,
word_gary,gary,,
word_gạt,gạt,,
word_gấu,gấu,,
word_gay,gay,,
word_gây,gây,,
word_gầy,gầy,,
word_gãy,gãy,,
word_gậy,gậy,,
word_gen,gen,,
word_george,george,,
word_get,get,,
word_ghé,ghé,,
word_ghê,ghê,,
word_ghế,ghế,,
word_ghen,ghen,,
word_ghép,ghép,,
word_ghét,ghét,,
word_ghi,ghi,,
word_gi,gi,,
word_gia,gia,,
word_già,già,,
word_giả,giả,,
word_giác,giác,,
word_giấc,giấc,,
word_giai,giai,,
word_giải,giải,,
word_giam,giam,,
word_giám,giám,,
word_giảm,giảm,,
word_gian,gian,,
word_gián,gián,,
word_giãn,giãn,,
word_giản,giản,,
word_giận,giận,,
word_giang,giang,,
word_giáng,giáng,,
word_giảng,giảng,,
word_giành,giành,,
